SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
501021251,27,62,46,34,28,0,0,194,5,3,4,7,5,0,0,22,0,0,0,0,0,0,0,7,42,96,85,81,83,4,4,400,0,3,3,0,0,0,0,10,0,0,0,4,0,0,0,11,6,9,3,4,0,0,0,24,53,108,90,87,83,4,4,427,55,57,32,20,17,3,0,178,0,0,0,0,0,0,0,7,106,164,118,106,101,9,4,605
501021252,4,0,6,0,4,0,0,18,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,10,7,9,15,0,0,41,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,9,0,6,6,0,0,0,0,8,4,8,12,5,15,0,0,51,6,13,5,5,4,0,0,27,0,0,0,0,0,0,0,0,4,21,19,17,16,0,0,79
501021253,20,51,35,28,33,3,0,171,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,35,97,64,61,85,9,6,352,0,0,0,0,0,0,0,6,0,11,5,0,0,0,0,20,5,11,4,0,5,0,0,27,42,104,71,62,86,9,6,374,46,38,21,16,11,0,0,126,0,0,0,0,0,0,0,0,87,139,90,83,97,9,6,501
501021254,13,32,27,23,12,3,0,104,0,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,21,48,47,29,29,3,0,182,0,9,0,3,0,0,0,10,7,12,0,5,0,0,0,26,7,15,3,7,0,0,0,34,29,64,57,36,29,3,0,214,60,49,28,17,15,0,0,167,0,0,0,0,0,0,0,0,87,116,80,54,41,3,0,382
501031017,9,22,10,16,17,3,0,73,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,27,25,28,30,3,0,127,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,10,4,8,0,0,0,0,0,15,12,36,25,28,30,3,0,143,16,11,7,9,4,0,0,53,0,0,0,0,0,0,0,0,29,48,34,36,37,3,0,194
501031018,11,15,11,7,13,0,0,59,0,0,3,4,4,0,0,11,0,0,0,0,0,0,0,0,18,25,22,17,22,0,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,6,17,24,19,17,22,0,0,106,21,20,13,5,4,0,0,65,0,3,0,0,0,0,0,3,38,51,36,18,29,3,0,178
501031019,9,18,11,10,22,0,0,78,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,28,33,32,34,0,0,131,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,18,15,29,34,31,36,3,0,148,42,25,10,3,15,0,0,94,0,0,0,0,0,0,0,0,55,53,46,38,50,3,0,245
501031020,4,3,9,6,8,0,0,35,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,11,19,23,8,21,0,0,78,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,20,22,15,21,0,0,82,6,8,0,3,5,0,0,31,0,0,0,0,0,0,0,0,11,24,22,17,28,5,0,109
502011021,13,44,38,17,14,4,6,130,0,5,3,0,0,0,0,7,0,5,0,0,0,0,0,8,21,76,62,39,34,6,3,236,3,8,3,3,6,0,0,25,5,10,6,0,0,0,0,16,8,12,11,3,11,0,0,42,26,88,67,45,38,6,6,276,42,45,21,14,4,0,0,128,0,0,0,0,0,0,0,0,68,133,92,52,46,6,8,408
502011022,13,50,19,25,24,4,3,133,3,3,4,0,3,0,0,15,0,0,0,0,0,0,0,0,30,81,46,42,47,12,9,259,0,12,4,0,0,0,0,16,6,4,3,0,0,0,0,13,6,12,7,4,0,0,0,30,32,90,54,43,53,12,9,290,46,48,28,10,16,5,0,151,0,6,0,0,0,0,0,3,78,148,85,60,65,18,9,450
502011023,27,62,52,11,21,8,0,190,3,3,0,0,6,0,0,19,0,3,0,0,0,0,0,3,43,101,68,27,43,11,7,291,6,10,4,3,4,0,0,19,5,8,7,3,5,0,0,28,5,16,15,5,8,0,0,48,50,113,82,30,54,11,7,343,100,92,50,32,32,6,0,314,0,0,0,0,0,0,0,5,149,203,130,66,83,18,7,656
502011024,40,89,65,40,49,18,6,311,8,5,3,0,8,4,0,33,0,0,0,4,0,0,0,6,66,130,128,87,108,39,14,574,4,5,9,9,0,0,0,18,3,18,7,3,4,0,0,35,10,25,12,7,5,0,0,62,76,156,139,98,116,41,16,636,87,81,43,37,35,7,4,299,0,3,0,0,3,0,0,13,163,247,186,134,148,45,21,945
502011025,20,40,29,13,21,5,0,136,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,8,29,63,53,35,49,13,3,248,3,8,4,4,4,0,0,26,9,12,8,9,4,0,0,38,14,20,14,11,17,0,0,69,40,78,68,46,60,16,3,314,102,64,34,23,14,3,0,251,0,3,3,0,0,0,0,6,148,153,101,71,76,19,9,569
502011026,14,29,20,11,6,0,0,74,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,3,22,51,34,25,28,6,3,166,0,0,3,0,0,0,0,6,8,7,4,0,0,0,0,22,8,11,6,4,0,0,0,24,26,62,42,27,29,6,3,195,27,29,10,4,4,0,0,86,0,0,0,3,0,0,0,9,56,93,57,34,33,6,3,281
502011027,53,111,73,52,49,4,8,351,8,3,0,0,3,0,0,25,0,5,7,0,3,0,0,10,96,185,137,115,113,30,18,691,8,9,0,4,7,0,0,24,7,16,3,3,0,0,0,30,16,21,7,10,5,0,0,58,111,203,145,123,118,31,17,747,114,122,51,39,38,11,4,369,0,0,0,0,0,0,0,4,224,329,194,161,158,40,28,1123
502011028,21,50,36,23,25,4,0,159,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,31,76,63,42,63,14,10,289,0,7,6,3,6,3,0,26,14,19,12,3,8,0,0,51,13,22,17,8,13,0,0,77,41,99,76,51,77,17,10,368,74,82,42,37,30,6,0,266,3,3,3,5,3,0,0,22,122,184,127,93,104,18,6,663
502011029,22,48,29,20,21,0,0,135,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,4,25,67,55,41,48,9,3,242,0,4,5,0,0,0,0,10,0,5,3,0,0,0,0,19,3,16,10,0,0,0,0,27,33,79,62,44,50,7,3,269,46,54,26,29,22,3,0,179,0,0,0,0,0,0,0,3,73,129,90,70,80,11,3,452
503011030,3,3,7,4,14,13,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,11,24,14,11,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,19,11,24,14,11,107,7,8,7,7,8,4,0,40,0,0,0,0,0,0,0,0,10,19,31,17,38,21,6,144
503011031,7,24,21,15,18,13,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,40,50,40,53,31,9,234,0,0,0,4,0,0,0,10,0,7,0,0,3,0,0,10,0,3,5,5,3,0,3,23,13,47,49,42,58,29,15,255,4,9,10,5,20,4,3,57,0,5,0,0,0,0,0,3,16,54,62,46,79,41,19,311
503011032,4,15,5,7,16,13,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,30,21,38,23,6,156,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,7,11,26,28,25,40,24,7,165,4,0,8,11,7,5,3,38,0,0,0,0,0,0,0,0,18,31,35,29,52,30,12,207
503011033,8,5,7,16,14,5,7,59,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,18,30,33,38,25,12,159,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,9,0,5,0,0,3,0,0,7,10,23,27,33,45,25,12,162,3,3,3,4,6,10,9,36,0,0,0,0,0,0,0,0,12,29,32,30,49,31,15,201
503011034,8,18,20,19,21,13,10,105,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,13,35,42,32,45,30,19,203,0,3,0,0,3,0,0,12,0,0,0,0,0,0,0,4,0,3,0,3,6,0,0,15,10,35,38,33,54,28,19,224,9,20,17,10,17,12,8,88,0,0,0,0,0,0,0,4,14,59,53,52,67,43,22,311
503011035,8,43,23,16,30,16,15,145,0,0,3,4,0,6,0,11,0,0,0,0,0,0,0,0,14,75,58,36,71,54,40,349,0,0,0,5,5,0,0,7,0,6,0,5,5,0,0,9,0,6,0,4,4,0,5,18,13,77,57,40,75,55,48,367,10,9,14,10,14,8,9,77,0,0,0,0,0,0,0,0,25,92,71,51,89,66,55,446
503011036,8,29,17,6,9,17,8,99,0,0,6,0,3,0,0,9,0,0,0,0,0,0,0,0,12,43,30,38,50,45,13,239,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,8,0,3,0,0,3,0,0,14,17,51,33,38,54,47,16,247,9,11,4,4,7,5,9,49,0,3,0,0,0,0,0,3,24,61,37,45,59,51,26,297
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,10,41,24,15,15,7,4,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,71,49,47,61,25,8,284,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,5,21,71,49,50,61,25,8,296,4,14,4,10,13,3,0,58,0,0,0,0,0,0,0,0,27,89,57,61,69,32,11,349
503021039,8,23,29,22,16,14,11,121,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,5,33,71,56,49,57,36,29,327,0,5,5,0,0,0,5,9,0,5,0,5,0,0,0,17,0,7,3,5,3,0,4,27,35,86,64,55,59,37,30,354,14,17,12,14,10,0,0,68,0,0,0,0,0,0,0,0,47,99,71,63,68,40,29,422
503021040,16,20,10,8,8,9,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,44,31,21,31,10,11,177,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,4,0,0,4,21,48,31,21,35,10,11,181,11,6,0,8,4,3,0,34,0,0,0,0,0,0,0,0,32,58,34,31,40,18,14,223
503021042,17,36,35,29,28,9,15,169,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,37,76,80,65,95,44,40,430,0,7,5,3,0,0,0,15,5,3,3,3,3,0,0,19,5,8,7,8,6,3,0,32,40,86,83,71,98,46,39,464,11,12,17,6,11,8,3,72,0,0,0,0,0,0,0,0,48,93,99,81,112,53,43,530
503021043,14,42,34,13,31,9,5,145,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,5,34,93,78,55,70,26,22,379,0,0,3,0,0,0,0,4,0,8,3,0,7,0,0,15,0,6,11,5,7,0,0,19,35,97,88,55,72,26,22,400,20,27,13,14,11,6,3,101,3,0,0,0,0,0,0,4,59,123,102,66,85,39,32,505
503021295,5,15,4,9,8,7,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,21,15,22,17,6,114,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,7,0,3,0,0,0,0,3,13,12,23,21,23,22,17,10,127,8,8,7,12,9,9,4,57,0,0,0,0,0,0,0,0,22,36,30,33,35,23,7,181
503021296,10,17,11,4,6,0,4,55,4,0,4,0,0,3,0,12,0,0,0,0,0,0,0,7,23,47,24,9,23,16,10,147,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,8,23,50,24,9,26,16,7,158,20,19,11,3,6,0,5,60,0,0,0,0,0,0,0,0,40,63,36,18,31,16,11,217
503021297,4,13,9,6,8,7,0,34,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,30,21,14,15,14,8,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,16,30,21,12,21,14,7,119,4,8,5,4,5,3,5,31,0,0,0,0,0,0,0,0,16,36,21,18,24,22,11,156
504011044,20,48,36,27,31,6,5,176,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,5,47,101,69,69,68,23,13,392,0,8,7,0,0,0,0,14,0,10,13,6,0,0,0,30,0,17,16,3,0,0,0,40,45,115,81,77,76,28,18,436,53,50,35,24,16,9,0,192,0,4,0,0,0,0,0,8,104,171,118,104,92,35,17,635
504011045,25,61,31,32,50,14,9,218,5,3,3,0,0,0,0,15,0,0,0,0,0,0,0,7,58,122,79,77,117,45,28,522,4,17,6,5,9,3,0,43,3,10,4,6,5,0,0,25,6,25,10,12,8,4,3,67,58,148,89,92,122,48,27,588,65,60,37,27,17,14,4,222,5,0,0,0,0,0,0,7,124,204,125,120,144,61,31,817
504011046,18,19,27,20,8,4,5,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,36,57,49,44,30,16,7,249,0,8,6,4,0,0,0,16,3,3,0,0,0,0,0,8,3,11,3,3,0,4,0,24,40,63,59,50,34,20,10,275,39,28,18,4,9,4,3,98,0,5,0,0,0,0,0,5,83,94,75,55,43,20,12,380
504011047,39,71,45,41,48,17,10,282,5,5,0,0,0,0,0,9,3,3,0,0,0,0,0,8,75,130,98,81,118,50,32,573,3,4,3,4,4,3,3,28,5,9,13,3,10,6,0,44,12,20,17,4,15,4,3,68,78,146,113,87,134,58,30,647,66,84,38,26,33,13,12,266,0,3,0,0,0,0,0,4,149,233,148,114,163,70,44,921
504011048,9,23,20,16,12,9,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,14,49,46,28,38,15,10,202,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,9,18,50,48,34,39,13,10,213,17,13,11,5,8,4,0,59,0,0,0,0,0,0,0,0,38,63,57,37,51,16,10,273
504021049,5,0,3,4,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,13,19,0,4,70,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,18,11,21,3,4,70,6,4,7,4,3,0,0,22,0,0,0,0,0,0,0,0,13,17,23,21,20,3,4,99
504021050,0,12,18,10,16,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,25,20,31,10,5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,10,33,25,20,31,10,5,137,5,10,4,0,0,0,0,26,0,0,0,0,0,0,0,0,11,41,38,21,35,14,6,162
504021051,10,14,12,0,8,4,6,57,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,19,29,18,14,37,12,10,131,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,6,0,4,5,0,3,0,0,13,21,34,22,16,37,12,10,142,10,11,6,8,4,0,0,47,0,0,0,0,3,0,0,8,37,46,31,16,41,11,11,193
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,12,37,35,23,27,4,5,139,4,0,0,3,0,0,0,12,0,0,3,0,0,0,0,4,25,59,79,52,58,14,9,296,0,4,0,0,0,0,0,7,0,3,0,4,3,0,0,11,0,7,3,4,3,0,0,19,25,67,81,55,68,14,9,318,26,28,21,14,16,0,0,103,0,4,0,0,0,0,0,4,53,97,99,72,84,11,9,424
504021054,31,48,37,32,34,5,0,190,8,0,0,0,3,0,0,12,0,0,0,0,0,0,0,7,49,84,73,53,76,21,3,376,5,9,5,0,3,0,0,16,7,9,5,6,3,0,0,29,10,19,9,3,5,0,0,47,60,102,80,57,89,24,3,422,66,60,37,23,23,0,6,219,0,0,7,0,0,0,0,4,131,166,120,86,103,26,9,645
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,32,66,48,44,39,17,9,263,8,9,7,4,5,0,0,37,4,4,3,3,9,0,0,20,66,130,121,101,115,38,27,600,0,3,3,5,6,4,0,19,6,13,4,0,0,0,4,27,6,17,4,6,6,4,4,48,70,148,131,102,121,42,28,646,87,86,53,37,47,25,5,335,10,8,3,3,0,0,0,18,170,247,185,139,170,63,36,1008
504031057,36,86,47,34,34,3,13,258,8,0,4,3,3,0,0,18,0,0,3,3,4,0,0,13,79,153,95,77,89,30,22,542,7,4,11,4,10,0,0,37,5,8,3,6,0,0,0,17,10,14,12,12,10,0,0,50,85,167,109,85,93,32,22,598,111,108,48,39,34,11,3,352,0,3,0,0,0,0,0,11,196,282,158,127,128,46,26,960
504031058,8,19,11,8,9,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,42,29,22,23,3,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,19,48,29,26,25,6,0,152,21,33,11,11,11,4,0,90,0,0,0,0,0,0,0,0,36,79,44,33,34,11,0,240
504031060,0,6,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,9,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,12,8,6,5,0,0,40,9,8,0,0,4,0,0,22,0,0,0,0,0,0,0,0,15,17,10,9,6,0,0,56
504031061,6,21,9,8,9,0,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,28,22,29,13,5,147,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,7,16,35,29,21,28,17,5,154,19,22,7,3,4,0,0,53,0,0,0,0,0,0,0,0,34,56,33,27,31,15,5,202
504031062,26,44,15,18,19,9,4,135,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,40,84,54,39,57,17,18,312,0,0,3,0,6,0,0,7,5,7,0,3,3,0,0,24,5,12,0,3,11,0,0,34,46,96,56,44,64,17,18,342,61,66,38,25,20,4,8,230,0,5,4,0,0,0,0,7,111,163,99,75,84,24,22,578
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,8,18,16,6,14,7,0,71,0,0,3,0,0,0,0,6,0,0,3,0,4,0,0,5,21,39,36,27,35,8,6,176,0,3,3,0,0,0,0,7,0,4,0,0,0,0,0,7,0,6,7,0,0,0,0,13,22,45,38,30,35,13,6,191,35,21,12,10,7,0,3,93,0,0,0,0,0,0,0,0,62,68,50,40,49,11,8,282
504031066,28,55,20,14,27,9,3,164,3,3,5,0,0,0,0,7,0,0,0,0,0,0,0,7,48,90,52,36,65,27,16,331,3,5,0,0,0,0,0,15,7,11,12,0,4,0,0,31,10,14,12,0,3,0,0,42,53,104,62,38,73,29,16,374,59,50,20,19,12,3,4,171,0,0,0,0,0,0,0,3,112,155,84,57,85,33,19,549
504031067,17,25,24,17,31,3,4,124,7,4,0,3,0,0,0,10,0,7,4,0,0,0,0,6,32,54,47,48,61,13,4,262,0,0,4,0,0,0,0,15,0,12,4,0,0,0,0,19,0,12,6,4,4,0,0,34,34,73,62,52,62,13,8,295,56,58,24,19,16,3,0,172,0,0,0,0,0,0,0,0,91,131,83,63,79,15,6,465
504031068,27,53,36,18,17,3,0,150,6,4,0,5,6,0,0,19,0,3,0,0,0,6,0,12,49,101,74,38,64,19,7,356,0,0,5,0,3,0,0,6,0,5,3,0,0,0,0,3,0,5,0,0,4,0,0,12,54,109,80,41,67,16,7,368,40,37,28,8,13,5,0,130,0,4,0,0,0,0,0,3,86,147,104,51,83,19,11,506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,39,76,41,37,37,16,3,244,8,7,0,0,0,0,4,26,6,3,6,0,0,0,0,17,91,175,123,92,102,38,10,630,3,12,0,5,0,0,0,29,0,9,3,0,3,0,0,25,10,22,6,11,3,5,0,54,98,195,126,100,109,36,10,677,68,61,34,17,20,0,0,198,0,0,0,0,3,0,0,9,171,253,163,112,133,41,10,887
504031299,23,42,14,20,6,9,4,114,3,3,0,0,0,0,0,9,6,5,0,0,3,0,0,13,57,83,44,34,41,14,11,294,3,3,0,0,0,0,0,9,4,3,0,0,0,0,0,6,9,8,0,0,5,0,0,19,64,95,44,34,44,14,12,314,38,40,19,10,7,9,0,121,0,0,0,0,0,0,0,0,103,132,61,45,50,21,12,431
504031300,52,106,63,37,39,9,5,309,10,12,6,3,5,0,0,36,0,4,5,5,4,0,0,20,105,213,139,97,123,39,17,735,5,11,7,0,4,0,0,24,8,18,9,8,9,0,0,44,9,21,19,7,9,0,0,77,117,236,157,101,140,41,19,810,134,138,75,41,42,8,5,445,0,0,0,0,0,0,0,10,250,377,239,152,184,43,20,1262
505011070,25,50,43,23,24,15,4,174,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,44,85,83,50,61,26,5,354,0,0,3,0,4,0,0,9,0,15,3,3,5,0,0,23,0,18,6,3,0,0,0,29,44,103,84,52,66,26,5,385,28,37,22,16,14,0,0,125,0,0,0,0,0,0,0,0,77,144,109,61,80,28,7,509
505011071,19,38,25,16,35,6,12,147,0,6,0,0,4,0,0,12,0,0,0,0,0,0,0,0,36,89,56,50,93,23,28,381,0,5,5,0,0,0,0,18,3,9,3,0,0,0,0,15,3,8,5,0,0,0,0,23,36,102,70,54,87,23,25,407,31,43,23,13,18,0,6,137,0,0,0,0,3,0,0,7,68,142,91,72,114,28,30,547
505011072,15,49,51,24,30,8,6,185,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,22,92,99,72,93,35,23,432,0,0,0,0,4,0,0,4,3,4,5,4,0,0,0,14,3,8,4,4,4,0,0,19,31,92,107,74,96,37,22,451,12,13,6,12,10,0,0,50,0,0,4,0,0,0,0,7,43,104,116,86,100,35,22,507
505011073,17,58,42,30,33,15,3,188,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,23,113,83,71,82,30,19,421,0,0,0,0,0,3,0,11,4,10,4,0,0,0,0,17,5,13,5,0,4,3,0,30,25,123,90,74,87,29,19,446,30,15,13,23,18,8,3,113,0,0,4,0,0,0,0,4,54,141,109,94,108,41,20,562
505011074,16,59,24,22,19,7,8,151,3,0,0,4,3,0,0,11,3,0,0,0,0,0,0,5,29,95,53,53,44,26,21,319,0,0,0,0,4,0,0,9,4,3,0,3,3,0,0,18,4,9,0,3,3,0,4,28,33,99,60,50,53,26,24,342,29,36,26,12,18,0,0,120,0,0,0,0,0,0,0,0,62,135,86,66,71,25,24,462
505011075,11,26,20,7,17,7,9,94,4,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,21,43,42,31,63,33,20,251,0,0,0,5,4,0,0,9,0,0,0,0,0,0,0,9,0,8,3,6,5,0,0,21,19,49,47,40,68,33,25,273,12,10,11,8,5,6,0,60,0,0,0,0,0,0,0,0,32,60,54,50,74,40,22,330
505011076,3,11,10,10,17,7,3,66,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,9,25,25,24,44,17,15,155,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,7,0,5,0,3,0,0,4,10,9,29,25,22,44,20,16,165,8,8,3,0,8,3,0,29,0,0,0,0,0,0,0,0,15,38,23,26,49,25,18,193
